ID	Name	Median SAT score	Graduation rate	Retention rate
1675	University of Maine--Machias	905	30	67
1676	University of Maine--Presque Isle		37	65
1677	University of Mary		52	76
1678	University of Mary Hardin-Baylor	1005	46	63
1679	University of Maryland--Eastern Shore	869	32	68
1680	University of Maryland--University College		10
1681	University of Massachusetts--Dartmouth	1044	50	73
1682	University of Medicine and Dentistry of New Jersey
1683	University of Michigan--Flint	1108	36	72
1684	University of Minnesota--Crookston	1003	47	70
1685	University of Minnesota--Duluth	1058	54	77
1686	University of Minnesota--Morris	1183	60	82
1687	University of Mississippi Medical Center
1688	University of Missouri--St. Louis	1073	47	75
1689	University of Mobile		43	74
1690	University of Mount Union	1039	65	75
1691	University of Nebraska Medical Center
1692	University of Nebraska--Kearney	1107	56	80
1693	University of Nebraska--Omaha	1200	46	73
1694	University of New Brunswick
1695	University of North Carolina School of the Arts	1118	59	82
1696	University of North Carolina--Pembroke	906	34	67
1697	University of North Georgia	1108	54	78
1698	University of Northwestern Ohio		42
1699	University of Northwestern--St. Paul	1135	68	78
1700	University of Ottawa
1701	University of Pikeville	871	28	52
1702	University of Prince Edward Island
1703	University of Puerto Rico--Aguadilla
1704	University of Puerto Rico--Arecibo
1705	University of Puerto Rico--Bayamon
1706	University of Puerto Rico--Cayey
1707	University of Puerto Rico--Humacao
1708	University of Puerto Rico--Mayaguez
1709	University of Puerto Rico--Medical Sciences Campus
1710	University of Puerto Rico--Ponce
1711	University of Puerto Rico--Rio Piedras
1712	University of Redlands	1134	72	86
1713	University of Regina
1714	University of Rio Grande		30	54
1715	University of Saskatchewan
1716	University of Science and Arts of Oklahoma		40	65
1717	University of Scranton	1130	83	88
1718	University of Sioux Falls	968	48	69
1719	University of South Carolina--Aiken	969	43	70
1720	University of South Carolina--Beaufort	938	23	54
1721	University of South Carolina--Upstate	953	38	67
1722	University of South Florida--St. Petersburg	1056	33	67
1723	University of Southern Indiana	989	36	67
1724	University of St. Francis - Joliet, IL		56	79
1725	University of St. Francis - Fort Wayne, IN	963	50	72
1726	University of St. Joseph	979	56	76
1727	University of St. Mary	961	37	56
1728	University of St. Thomas - St. Paul, MN	1188	74	88
1729	University of St. Thomas - Houston, TX	1118	48	77
1730	University of Tampa	1071	57	73
1731	University of Tennessee--Chattanooga	1025	38	68
1732	University of Tennessee--Martin		49	73
1733	University of Texas Health Science Center--Houston
1734	University of Texas Health Science Center--San Antonio
1735	University of Texas Medical Branch--Galveston
1736	University of Texas of the Permian Basin	1028	37	62
1737	University of Texas--Brownsville		19	57
1738	University of Texas--Pan American	943	39	74
1739	University of Texas--San Antonio	1026	28	60
1740	University of Texas--Tyler		41	64
1741	University of the Arts	1002	63	81
1742	University of the Cumberlands	951	45	61
1743	University of the District of Columbia		16	46
1744	University of the Incarnate Word	962	47	74
1745	University of the Ozarks	1043	48	65
1746	University of the Sacred Heart
1747	University of the Sciences	1164
1748	University of the Southwest		20	61
1749	University of the Virgin Islands	807
1750	University of the West
1751	University of Toledo	998	45	65
1752	University of Toronto
1753	University of Victoria
1754	University of Virginia--Wise	937	42	68
1755	University of Waterloo	1446
1756	University of West Alabama		34	62
1757	University of Windsor
1758	University of Winnipeg
1759	University of Wisconsin--Superior		35	70
1760	University of Wisconsin--Whitewater	1061	58	79
1761	Urbana University		31	56
1762	Ursuline College	939	53	68
1763	Utah Valley University	948	21	63
1764	Utica College	942	47	65
1765	Valdosta State University	1014	41	69
1766	Valley City State University	904	41	61
1767	Valley Forge Christian College		50	69
1768	VanderCook College of Music	1228	50	87
1769	Vanguard University of Southern California	1010	55	74
1770	Vaughn College of Aeronautics and Technology	1045	57	83
1771	Vermont Technical College	925	55	71
1772	Victory University		16	55
1773	Vincennes University
1774	Virginia Intermont College	959	17	63
1775	Virginia Union University	778	30	53
1776	Virginia Wesleyan College	1007	48	66
1777	Viterbo University		50	71
1778	Voorhees College		29	49
1779	Wabash College	1135	73	86
1780	Wagner College	1124	66	80
1781	Wake Forest University		87	94
1782	Walden University	870		80
1783	Waldorf College		43	37
1784	Walla Walla University	1065	53	79
1785	Walsh College of Accountancy and Business Administration
1786	Walsh University	1030	64	74
1787	Warner Pacific College	980	54	68
1788	Warner University	877	40	59
1789	Warren Wilson College	1120	57	68
1790	Washburn University	820	34	65
1791	Washington Adventist University	893	31	68
1792	Washington and Jefferson College	1136	74	85
1793	Watkins College of Art, Design & Film		45
1794	Wayland Baptist University	920	36	56
1795	Wayne State College		53	68
1796	Wayne State University	990	28	76
1797	Waynesburg University		60	79
1798	Webb Institute	1359	88	87
1799	Webber International University	916	32	50
1800	Weber State University		45	73
1801	Welch College	1017	38	63
1802	Wells College		59	71
1803	Wentworth Institute of Technology	1069	64	67
1804	Wesley College	895	34	46
1805	Wesleyan College	993	48	81
1806	West Chester University of Pennsylvania	1061	69	85
1807	West Liberty University	855	41	70
1808	West Texas A&M University	975	43	64
1809	West Virginia State University	877	21	54
1810	West Virginia University Institute of Technology	987
1811	West Virginia University--Parkersburg		21	67
1812	West Virginia Wesleyan College	957	58	69
1813	Western Carolina University	1017	48	74
1814	Western Governors University		23	82
1815	Western Illinois University		54	72
1816	Western International University	826	3	28
1817	Western Michigan University		56	74
1818	Western Nevada College
1819	Western New England University	1067	61	75
1820	Western New Mexico University		18	52
1821	Western University
1822	Westfield State University	1005	60	80
1823	Westminster College - Fulton, MO	1000	70	81
1824	Westminster College - New Wilmington, PA	1063	78	86
1825	Westmont College	1196	78	87
1826	Wheaton College - Norton, MA	1230	82	87
1827	Wheeling Jesuit University	1011	60	76
1828	Wheelock College	985	57	71
1829	Whittier College	1071	67	82
1830	Whitworth University	1198	76	85
1831	Wilberforce University		29
1832	Wiley College	729	22	55
1833	Wilkes University	1041	61	80
1834	William Carey University	993	58	76
1835	William Jessup University	1029
1836	William Peace University	896	45	67
1837	William Penn University		27	60
1838	William Woods University		48	79
1839	Williams Baptist College		43	65
1840	Wilmington College		48	68
1841	Wilmington University	1170	39	68
1842	Wilson College	983	37	66
1843	Wingate University	1005	45	72
1844	Winona State University	1010	53	77
1845	Winston-Salem State University	887	37	78
1846	Wisconsin Lutheran College		58	77
1847	Wittenberg University	1128	65	78
1848	Woodbury University	969	59	78
1849	Worcester Polytechnic Institute	1271	84	95
1850	Worcester State University	994	51	78
1851	Wright State University	988	40	65
1852	York College	934	26	64
1853	York College of Pennsylvania	1030	59	76
1854	York University
1855	Youngstown State University	920	33	69
1856	BMG
1857	UCSB
1859	Augusta State University
1860	CSU Channel Islands
1861	Leadership Institute of Seattle Saybrook University
1862	El Camino College	826
1863	CUNY
1864	California State University- Sacremento
1865	American Intercontinental University	826
1866	Saitama University, JAPAN	826
1867	Al Mustansiriyah Uni.	826
1868	Vesalius College	826
1869	elizabeth city state university
1870	Texas A&M University--College Station	1169	80	92
1871	Hanoi University of Law	826
1872	Skyline College
1873	SUNY Albany
1874	Chulalongkorn University	826
1875	North Carolina a&t state university	870
1876	Queens College	1110
1877	Indiana University (South Bend)	955
1878	DeVry Institute of Technology
1879	Albert-Ludwigs-Universität Freiburg im Breisgau
1880	Univeristy of California, Merced
1881	Atlantic Cape CC
1882	Baruch College
1883	Ateneo De Manila University
1884	New York University Gallatin
1885	Devry University
1886	long Island University	875
1887	MGIMO	826
1888	National College of Midwifery	800
1889	embry riddle aeronautical
1890	Pennsylvania State University 	1195
1891	Saint Petersburg College
1892	University of Pune, India	826
1893	Colorado state university	1140
1894	Polytechnic University of Puerto Rico	826
1895	Wolford College	1170
1896	St.Edwards University
1897	American Military University
1898	Ashworth College	826
1899	Western Illinois 	950
1900	Wheaton College
1901	JKUAT, Kenya	826
1902	University of miami
1903	DeVry
1904	mcgill university
1905	UAB
1906	Michigan technological university
1907	West Virginia University at Parkersburg	826
1908	Massachusetts Institute of Technology 	1470
1909	University of wisconsin-Superior	990
1910	School of Oriental and African Studies - University of London	826
1911	Keller Scholl of management	920
1912	Devry
1913	West wood college	960
1914	COLORADO TECHNICAL UNIVERSITY
1915	University of Pune
1916	Chicago School of Professional Psychology	826
1917	 university of Minnesota
1918	 Gustavus Adolphus College	1255
1919	Arizona School of Dentistry and Oral Health
1920	University of Michigan--Dearborn	1150	52	82
1921	Mumbai University	826
1922	University of Helsinki, Finland	826
1923	Bryant university 	1125
1924	University of North Carolina
1925	Boston university
1926	Eastern Florida State	1066
1927	University of Illinois-Springfield	1090
1928	Saint Anthony College of Nursing 	826
1929	Miami dade college
1930	University of Texas at Arlington	1070
1931	university of maryland eastern shore	870
1932	Some Shit School
1933	University of Leeds Business School
1934	University of Texas at Tyler
1935	Cleary University 	790
1936	Université Panthéon-Assas (Paris II)	826
1937	UC Santa Cruz
1938	Loughborough University	1200
1939	The London School of Economics & Science
1940	The London School of Economics & Political Science
1941	Maharishi International University	1080
1942	National Institute of Technology, Trichy, India
1943	University of Masschusetts Amherst
1944	Full Sail University	920
1945	Jadavpur University	826
1946	Arizona state university
1947	University of the West Indies	1033
1948	University of Auckland	1100
1949	ball state university	1060
1950	Yonsei University	826
1951	University of Illinois-- Springfield	1065
1952	Southern Illinois University carbondale
1953	University of Mumbai	826
1954	Monash University, Melbourne - Australia	1140
1955	KBP Satara,India
1956	Rollins college	1185
1957	University Of Mumbai
1958	saic
1959	University of Wisconsin - Madison	1290
1960	Delhi University
1961	Missouri university of science and technology	1245
1962	PFeiffer	915
1963	St. Edwards University	1115
1964	Keller Grad School of Management	920
1965	Academy of Economic Studies Romania	826
1966	Binghamton University
1967	University of kentucky
1968	University of Kentucky
1969	university of kansas
1970	Queen Mary University of London	826
1971	Indian Institute of Technology Bombay	826
1972	Montana Tech
1973	Roseman Health Sciences	826
1974	University of Sydney	1060
1975	Penn state
1976	Diablo Valley College
1977	Art Institute of San Francisco	908
1978	San Francisco state
1979	Auburn university 	1180
1980	IIT
1981	Bradley university	1150
1982	Northland International University	826
1983	Iowa state university
1984	Pennsylvania Academy of Fine Arts
1985	Saginaw Valley State Univesity
1986	SVSU
1987	Rutgers University
1988	University of Minnesota	1290
1989	BRIGHAM YOUNG UNIVERSITY (IDAHO)
1990	School of visual arts	1200
1991	Atlantic Cape Community College
1992	University of St. Gallen (Switzerland)	826
1993	University of Puerto Rico-Mayaguez	1230
1994	School of Art Institute of Chicago	1130
1995	University of Puerto Rico - Mayaguez
1996	The New England Institute of Art
1997	Tsinghua University
1998	The Illinois Institute of Art, Chicago
1999	Pontificia Universidad Javeriana
2000	carey school of business
2001	Edinburgh University or similar in that area, applying for 2015
2002	University of California Santa Cruz
2003	Indiana University - Bloomington	1165
2004	JMU
2005	Carey Business School	820
2006	University of Lagos	820
2007	Art Institute of Phildelphia	820
2008	University of Maine at Presque Isle	820
2009	University of Liverpool
2010	Northeastern University & Eastern Nazarene College
2011	asdasd
2012	American Univ. of Dubai
2013	West Texas A & M
2014	Yale
2015	SUNY Oswego
2016	SUNY - Empire State College
2017	Derby
